iteration,hit,distance
1,7,2.474518
1,1_7,2.483445
1,2_7,2.558163
1,3_7,2.538064
1,4_7,2.511872
1,5_7,2.586904
1,7_7,2.607705
1,6_7,2.58982
1,8_7,2.51849
1,9_7,2.592707
1,10_7,2.580625
1,11_7,2.661862
1,12_7,2.666793
1,13_7,2.680412
1,14_7,2.682724
1,15_7,2.775873
1,16_7,2.869665
1,17_7,2.8842
1,18_7,2.86207
1,19_7,2.828507
1,20_7,2.830567
1,21_7,2.860202
1,22_7,2.922911
1,23_7,2.923669
1,24_7,2.974845
1,25_7,2.938418
1,26_7,2.898594
1,6,1.880819
1,27_7,2.892895
1,30_7,2.867037
1,29_7,2.882274
1,28_7,2.921129
1,33_7,2.913077
1,31_7,2.839179
1,34_7,2.931561
1,32_7,2.808308
1,35_7,2.881946
1,8,3.467673
1,36_7,2.952859
1,37_7,2.943144
1,38_7,2.927879
1,39_7,2.958257
1,40_7,2.97833
1,41_7,2.96194
1,42_7,3.000323
1,43_7,3.006309
1,44_7,3.067292
1,45_7,3.054137
1,51_7,3.076294
1,47_7,3.190912
1,48_7,3.126939
1,46_7,3.205911
1,50_7,3.127211
1,52_7,3.020835
1,57_7,3.072816
1,56_7,3.052371
1,49_7,3.145083
1,53_7,3.060345
1,58_7,3.211398
1,54_7,3.096429
1,55_7,3.092551
1,59_7,3.21031
1,60_7,3.324776
1,61_7,3.324397
1,62_7,3.44975
1,63_7,3.609415
1,64_7,3.593348
1,65_7,3.570076
1,67_7,3.489262
1,66_7,3.540824
1,9,4.280445
1,68_7,3.659007
1,70_7,3.530791
1,69_7,3.576108
1,71_7,3.556572
1,73_7,3.543496
1,72_7,3.534528
1,5,1.34158
1,74_7,3.605852
1,75_7,3.605329
1,76_7,3.639713
1,79_7,3.691039
1,77_7,3.844348
1,80_7,3.858726
1,78_7,3.837229
1,81_7,3.861204
1,82_7,4.047552
1,84_7,4.028891
1,83_7,4.083548
1,85_7,4.20316
1,86_7,4.219508
1,87_7,4.271346
1,90_7,4.347929
1,89_7,4.350962
1,93_7,4.332168
1,88_7,4.246346
1,92_7,4.381264
1,91_7,4.374006
1,94_7,4.334576
1,95_7,4.357146
1,96_7,4.304137
1,10,5.028497
1,97_7,4.484469
1,98_7,4.471407
1,102_7,4.495213
1,101_7,4.475901
1,103_7,4.419022
1,100_7,4.443483
1,99_7,4.465094
1,104_7,4.303422
1,105_7,4.307525
1,106_7,4.334284
1,107_7,4.322997
1,108_7,4.285293
1,109_7,4.2851
1,110_7,4.299711
1,111_7,4.311614
1,112_7,4.493237
1,113_7,4.668152
1,114_7,4.680698
1,115_7,4.872925
1,4,0.916086
1,116_7,4.873453
1,124_7,4.600847
1,118_7,4.671021
1,123_7,4.600977
1,122_7,4.788488
1,117_7,4.84614
1,126_7,4.522321
1,119_7,4.752345
1,128_7,4.729139
1,125_7,4.534327
1,120_7,4.781458
1,121_7,4.849879
1,127_7,4.762295
1,11,6.162885
1,129_7,5.105633
1,130_7,5.196318
1,132_7,5.129529
1,135_7,5.252201
1,134_7,5.266309
1,133_7,5.18814
1,131_7,5.113728
1,136_7,5.288882
1,138_7,5.308417
1,137_7,5.290714
1,139_7,5.282604
1,145_7,5.098175
1,146_7,5.145162
1,147_7,5.417244
1,144_7,5.313695
1,142_7,5.313954
1,140_7,5.30707
1,141_7,5.318207
1,143_7,5.36106
1,149_7,5.395031
1,148_7,5.884769
1,150_7,5.409503
1,151_7,5.474465
1,152_7,5.507255
1,153_7,5.369782
1,154_7,5.684475
1,155_7,5.594245
1,12,9.469389
1,156_7,5.536828
1,162_7,5.421378
1,163_7,5.463985
1,158_7,5.442892
1,160_7,5.623303
1,159_7,5.555054
1,161_7,5.304015
1,164_7,5.442998
1,157_7,5.45989
1,166_7,5.236137
1,165_7,5.610599
1,3,0.531294
1,167_7,5.424002
1,168_7,5.462064
1,169_7,5.412882
1,170_7,5.412871
1,171_7,5.452294
1,172_7,5.612105
1,181_7,5.73681
1,175_7,5.703467
1,174_7,5.82117
1,176_7,5.762743
1,173_7,5.860136
1,177_7,5.774376
1,179_7,5.817156
1,180_7,5.782758
1,2,0.264213
1,178_7,5.854646
1,183_7,6.814429
1,184_7,6.716855
