iteration,hit,distance
1,22,4.176687
1,1_22,4.131384
1,2_22,4.150975
1,3_22,4.126269
1,4_22,4.131967
1,5_22,4.10481
1,6_22,4.045612
1,7_22,3.977132
1,21,3.679418
1,8_22,3.832967
1,9_22,3.780742
1,10_22,3.824948
1,11_22,4.01208
1,12_22,3.983559
1,13_22,4.141773
1,14_22,4.07381
1,15_22,4.069914
1,16_22,4.172441
1,20,3.459986
1,17_22,4.17602
1,18_22,4.165736
1,23,5.423434
1,19_22,4.360222
1,20_22,4.297433
1,21_22,4.308107
1,23_22,4.40282
1,19,3.410326
1,22_22,4.344278
1,24_22,4.442513
1,26_22,4.178333
1,25_22,4.212201
1,27_22,4.127413
1,24,5.734525
1,28_22,4.13648
1,29_22,4.142179
1,31_22,4.278269
1,30_22,4.333364
1,18,3.099783
1,32_22,4.313324
1,33_22,4.500623
1,34_22,4.522752
1,17,2.925703
1,25,6.210517
1,37_22,4.520561
1,35_22,4.570782
1,38_22,4.722977
1,26,6.630715
1,36_22,4.743676
1,39_22,4.704057
1,16,2.726058
1,40_22,4.671964
1,41_22,4.656037
1,42_22,4.672348
1,27,7.218357
1,43_22,4.747795
1,44_22,4.801426
1,28,7.54511
1,29,7.680802
1,45_22,5.021114
1,15,2.239077
1,46_22,5.362494
1,47_22,5.271029
1,48_22,5.092034
1,14,2.126127
1,49_22,5.07477
1,50_22,5.122063
1,52_22,5.128846
1,30,8.182724
1,51_22,5.186342
1,13,1.805564
1,53_22,5.108882
1,31,8.803085
1,12,1.579749
1,54_22,5.15729
1,55_22,5.344068
1,57_22,5.243961
1,11,1.507506
1,56_22,5.367931
1,59_22,5.368484
1,32,8.304946
1,58_22,5.433089
1,60_22,5.408087
1,61_22,5.426167
1,62_22,5.683891
1,63_22,5.970178
1,64_22,5.714935
1,65_22,6.004517
1,67_22,6.202644
1,69_22,6.104686
1,66_22,6.123021
1,68_22,6.240639
1,70_22,6.171889
1,33,7.661221
1,71_22,6.422359
1,10,1.023538
1,34,7.677045
1,72_22,6.658856
1,74_22,7.104481
1,75_22,7.174869
1,73_22,6.96273
1,78_22,7.686288
1,35,7.424647
1,80_22,8.009766
1,76_22,7.268183
1,77_22,7.329578
1,79_22,8.125087
1,82_22,8.514398
1,81_22,8.460558
1,86_22,8.617986
1,83_22,8.63586
1,84_22,8.705707
1,85_22,8.747704
1,9,0.957651
1,88_22,8.726122
1,87_22,8.679177
1,89_22,8.747379
1,8,0.785821
1,90_22,8.487327
1,96_22,8.907788
1,97_22,8.948904
1,95_22,8.727786
1,7,0.579713
1,93_22,8.71445
1,94_22,8.706426
1,92_22,8.730967
1,91_22,8.716703
1,98_22,8.688482
1,99_22,8.702585
1,100_22,8.553687
1,6,0.462721
1,101_22,8.498914
1,103_22,8.493088
1,102_22,8.437669
1,104_22,8.399152
1,5,0.384182
1,105_22,8.821733
1,107_22,9.140371
