iteration,hit,distance
1,8,1.470602
1,1_8,1.500941
1,2_8,1.519228
1,3_8,1.557618
1,4_8,1.596437
1,5_8,1.72028
1,6_8,1.72619
1,7_8,1.721525
1,9_8,1.7789
1,9,1.799366
1,8_8,1.778122
1,10_8,1.824813
1,11_8,1.834757
1,12_8,1.81167
1,7,1.306471
1,13_8,1.874008
1,14_8,1.918912
1,15_8,1.925973
1,16_8,2.177751
1,17_8,2.228244
1,10,1.913214
1,18_8,2.240008
1,6,1.081964
1,19_8,2.546919
1,11,2.254068
1,20_8,2.530608
1,21_8,2.566419
1,22_8,2.61497
1,5,0.797005
1,23_8,2.60775
1,12,2.264847
1,24_8,2.686849
1,26_8,2.624891
1,25_8,2.663246
1,27_8,2.721653
1,28_8,2.822158
1,29_8,2.925845
1,31_8,3.055386
1,30_8,3.135892
1,32_8,3.149274
1,33_8,3.211169
1,34_8,3.331032
1,35_8,3.334956
1,36_8,3.36966
1,4,0.614387
1,37_8,3.427949
1,38_8,3.387911
1,40_8,3.345204
1,42_8,3.482426
1,39_8,3.413029
1,41_8,3.459006
1,43_8,3.486184
1,13,2.915789
1,44_8,3.480081
1,3,0.457802
1,45_8,3.624112
1,46_8,3.652308
1,47_8,3.644358
1,48_8,3.71321
1,49_8,3.868042
1,50_8,3.87348
1,14,3.247148
1,51_8,3.920681
1,52_8,3.971652
1,53_8,4.121562
1,2,0.24685
1,54_8,4.098572
1,55_8,4.09938
1,56_8,4.116169
1,57_8,4.105769
1,58_8,4.12162
1,15,3.92596
1,59_8,4.102122
1,60_8,4.263614
1,62_8,4.498296
1,61_8,4.333332
1,63_8,4.684104
1,68_8,4.80554
1,16,4.382331
1,65_8,4.751587
1,64_8,4.801412
1,67_8,4.821442
1,17,4.083525
1,69_8,4.990114
1,66_8,4.944758
1,71_8,5.039348
1,70_8,5.047959
1,72_8,5.112933
1,73_8,5.047258
1,18,4.752101
1,78_8,5.38157
1,77_8,5.432329
1,79_8,5.607358
1,76_8,5.407956
1,75_8,5.501909
