iteration,hit,distance
1,10,2.355329
1,1_10,2.453062
1,3_10,2.446953
1,2_10,2.431493
1,4_10,2.427407
1,5_10,2.47987
1,6_10,2.490513
1,7_10,2.466
1,8_10,2.451903
1,9_10,2.496348
1,10_10,2.588779
1,11_10,2.66298
1,12_10,2.61343
1,13_10,2.718899
1,14_10,2.727305
1,15_10,2.659319
1,16_10,2.661154
1,17_10,2.769372
1,9,1.721997
1,11,2.784477
1,18_10,2.730526
1,19_10,2.702909
1,20_10,2.773382
1,21_10,2.770552
1,22_10,2.746752
1,23_10,2.741319
1,24_10,2.774792
1,25_10,2.736668
1,26_10,2.723352
1,27_10,2.721768
1,28_10,2.726859
1,29_10,2.730133
1,30_10,2.730971
1,32_10,2.845166
1,31_10,2.857863
1,8,1.537844
1,33_10,2.970412
1,34_10,2.932571
1,35_10,3.076388
1,36_10,3.06397
1,12,3.210438
1,37_10,3.087472
1,39_10,3.173787
1,38_10,3.166154
1,40_10,3.17533
1,41_10,3.308683
1,42_10,3.161069
1,44_10,3.117943
1,43_10,3.15654
1,45_10,3.246605
1,46_10,3.242502
1,47_10,3.378983
1,48_10,3.406835
1,49_10,3.406146
1,50_10,3.535477
1,52_10,3.625412
1,51_10,3.679191
1,7,1.168185
1,53_10,3.626243
1,56_10,3.632726
1,54_10,3.71595
1,57_10,3.715394
1,55_10,3.66699
1,58_10,3.917634
1,59_10,3.940369
1,62_10,4.106205
1,61_10,3.967939
1,60_10,4.037752
1,63_10,4.320782
1,13,3.706927
1,64_10,4.407091
1,65_10,4.190394
1,67_10,4.171644
1,66_10,4.141423
1,68_10,4.001261
1,71_10,4.262202
1,69_10,4.253201
1,72_10,4.405894
1,70_10,4.347228
1,73_10,4.162996
1,74_10,4.148758
1,75_10,4.058516
1,6,1.014873
1,76_10,4.101363
1,77_10,4.098335
1,81_10,4.305311
1,78_10,4.409354
1,80_10,4.354747
1,79_10,4.4029
1,82_10,4.322792
1,83_10,4.32055
1,84_10,4.425233
1,85_10,4.174472
1,86_10,4.197432
1,14,4.324106
1,87_10,4.279513
1,88_10,4.739842
1,90_10,4.920326
1,89_10,4.929973
1,91_10,5.064821
1,94_10,7.638858
1,95_10,6.353457
1,93_10,34.538776
1,92_10,6.251366
