iteration,hit,distance
1,23,3.392977
1,1_23,3.398513
1,2_23,3.542996
1,3_23,3.572027
1,4_23,3.439599
1,5_23,3.424299
1,7_23,3.496316
1,6_23,3.486795
1,8_23,3.647353
1,9_23,3.763111
1,10_23,3.753698
1,22,3.455151
1,11_23,3.708607
1,24,3.815442
1,12_23,3.718804
1,13_23,3.802282
1,14_23,3.824141
1,16_23,3.831905
1,15_23,3.823351
1,21,3.072675
1,17_23,3.807877
1,18_23,3.796738
1,19_23,3.818716
1,20_23,3.679919
1,25,4.318645
1,21_23,3.816854
1,22_23,3.807514
1,23_23,3.937658
1,20,2.683354
1,24_23,3.984709
1,26_23,3.958144
1,25_23,3.974569
1,27_23,4.04684
1,28_23,4.219302
1,29_23,4.354567
1,30_23,4.548337
1,31_23,4.543253
1,33_23,4.581482
1,32_23,4.586963
1,34_23,4.59013
1,35_23,4.566826
1,26,5.321242
1,36_23,4.616219
1,19,2.19602
1,37_23,4.617
1,38_23,4.620575
1,39_23,4.707737
1,41_23,4.583152
1,27,4.998796
1,43_23,4.553713
1,42_23,4.541644
1,44_23,4.563788
1,40_23,4.631742
1,47_23,4.701053
1,18,1.948032
1,45_23,4.581359
1,48_23,4.884367
1,46_23,4.746155
1,49_23,5.107552
1,50_23,5.191323
1,51_23,5.222378
1,55_23,5.42953
1,56_23,5.460336
1,53_23,5.414061
1,52_23,5.427208
1,57_23,5.359108
1,54_23,5.412501
1,58_23,5.542013
1,17,1.87906
1,28,4.645565
1,59_23,5.795906
1,60_23,5.710443
1,61_23,5.67246
1,62_23,5.461732
1,63_23,5.483029
1,16,1.805608
1,64_23,5.531819
1,65_23,5.501462
1,66_23,5.420454
1,67_23,5.456356
1,69_23,5.475096
1,29,5.070435
1,68_23,5.489217
1,70_23,5.213502
1,15,1.568888
1,71_23,5.205
1,72_23,5.424766
1,73_23,5.4469
1,74_23,5.388457
1,76_23,5.39957
1,75_23,5.447562
1,77_23,5.591127
1,78_23,5.639244
1,30,5.738475
1,14,1.447159
1,79_23,5.618136
1,82_23,5.544426
1,81_23,5.542817
1,80_23,5.557434
1,84_23,5.321367
1,85_23,5.288313
1,83_23,5.538516
1,86_23,4.983147
1,31,5.829127
1,87_23,5.048435
1,88_23,5.0713
1,13,1.309729
1,89_23,5.100487
1,90_23,5.146114
1,92_23,4.904037
1,93_23,4.926114
1,91_23,5.1333
1,94_23,5.139046
1,95_23,5.356841
1,96_23,5.573759
1,99_23,5.700318
1,102_23,6.026301
1,97_23,5.803042
1,103_23,6.398786
1,106_23,6.617583
1,100_23,5.980194
1,12,1.175325
1,98_23,5.794127
1,32,6.591769
1,105_23,6.712664
1,104_23,6.698091
1,101_23,6.035238
1,107_23,6.995757
1,11,1.048481
1,108_23,7.01455
1,110_23,7.359628
1,109_23,7.363025
1,111_23,6.981324
1,112_23,6.958292
1,113_23,6.825475
1,114_23,7.116771
1,116_23,7.086954
1,117_23,7.114865
1,118_23,7.215693
1,115_23,7.153638
1,120_23,6.786177
1,119_23,6.822709
1,33,7.238808
1,121_23,7.082125
1,122_23,6.942156
1,123_23,7.273764
1,10,0.921582
1,126_23,7.000861
1,124_23,7.33847
1,125_23,7.05394
1,129_23,7.007339
1,128_23,6.997509
1,34,7.587207
1,127_23,7.030888
1,130_23,7.411678
1,131_23,7.379139
1,133_23,7.273624
1,132_23,7.364138
1,138_23,6.92203
1,134_23,7.286332
1,137_23,7.042524
1,8,0.733395
1,139_23,7.258032
1,135_23,7.394094
1,136_23,7.401382
1,9,0.814321
1,140_23,7.243563
1,141_23,7.657712
1,142_23,7.779012
1,35,7.338419
1,143_23,7.778204
1,7,0.574433
1,144_23,7.746648
1,145_23,8.199189
1,146_23,8.215278
1,36,8.83595
1,148_23,8.285471
1,147_23,8.286739
1,149_23,8.328774
1,150_23,8.786337
1,153_23,9.379796
1,151_23,9.284873
1,152_23,9.340226
1,5,0.328306
1,6,0.438293
1,154_23,9.292484
1,155_23,9.307281
1,157_23,9.397784
1,159_23,9.467695
1,158_23,9.513568
1,156_23,8.887429
1,164_23,8.338526
1,162_23,8.878085
1,160_23,9.273677
1,161_23,9.260286
1,37,8.793922
1,165_23,8.14957
1,163_23,8.87891
1,4,0.249773
1,166_23,8.302269
1,173_23,8.401138
1,169_23,8.183764
1,174_23,8.4435
1,170_23,8.310915
1,172_23,8.328763
1,171_23,8.346228
1,167_23,8.266787
1,168_23,8.269205
1,38,8.808426
1,176_23,8.338135
1,175_23,8.482137
1,177_23,8.838084
1,178_23,8.851619
1,179_23,9.223786
1,2,0.077053
1,3,0.173996
1,40,12.434882
1,186_23,11.002675
1,185_23,10.772715
1,184_23,10.521997
1,182_23,10.544507
1,183_23,10.569485
1,181_23,10.592147
1,180_23,9.901726
1,187_23,11.104956
1,39,11.943352
1,189_23,11.154123
1,188_23,11.242052
1,41,11.952596
1,190_23,11.490975
2,23,3.392977
2,1_23,3.398513
2,24,3.815442
2,2_23,3.542996
2,3_23,3.572027
2,4_23,3.439599
2,21,3.072675
2,22,3.455151
2,25,4.318645
2,7_23,3.496316
2,8_23,3.647353
2,5_23,3.424299
2,6_23,3.486795
2,9_23,3.763111
2,20,2.683354
2,18_23,3.796738
2,17_23,3.807877
2,16_23,3.831905
2,10_23,3.753698
2,19,2.19602
2,11_23,3.708607
2,26,5.321242
2,20_23,3.679919
2,12_23,3.718804
2,19_23,3.818716
2,18,1.948032
2,28,4.645565
2,21_23,3.816854
2,27,4.998796
2,15_23,3.823351
2,22_23,3.807514
2,17,1.87906
2,23_23,3.937658
2,13_23,3.802282
2,14_23,3.824141
2,24_23,3.984709
2,16,1.805608
2,27_23,4.04684
2,26_23,3.958144
2,28_23,4.219302
2,15,1.568888
2,25_23,3.974569
2,29,5.070435
2,29_23,4.354567
2,30_23,4.548337
2,31_23,4.543253
2,44_23,4.563788
2,33_23,4.581482
2,32_23,4.586963
2,47_23,4.701053
2,34_23,4.59013
2,48_23,4.884367
2,43_23,4.553713
2,49_23,5.107552
2,14,1.447159
2,45_23,4.581359
2,42_23,4.541644
2,30,5.738475
2,46_23,4.746155
2,41_23,4.583152
2,50_23,5.191323
2,51_23,5.222378
2,36_23,4.616219
2,53_23,5.414061
2,35_23,4.566826
2,66_23,5.420454
2,67_23,5.456356
2,68_23,5.489217
2,65_23,5.501462
2,37_23,4.617
2,55_23,5.42953
2,56_23,5.460336
2,57_23,5.359108
2,52_23,5.427208
2,54_23,5.412501
2,85_23,5.288313
2,64_23,5.531819
2,69_23,5.475096
2,38_23,4.620575
2,40_23,4.631742
2,62_23,5.461732
2,31,5.829127
2,63_23,5.483029
2,70_23,5.213502
2,84_23,5.321367
2,60_23,5.710443
2,58_23,5.542013
2,59_23,5.795906
2,13,1.309729
2,61_23,5.67246
2,71_23,5.205
2,39_23,4.707737
2,83_23,5.538516
2,74_23,5.388457
2,73_23,5.4469
2,72_23,5.424766
2,86_23,4.983147
2,82_23,5.544426
2,76_23,5.39957
2,81_23,5.542817
2,75_23,5.447562
2,80_23,5.557434
2,77_23,5.591127
2,87_23,5.048435
2,78_23,5.639244
2,88_23,5.0713
2,79_23,5.618136
2,93_23,4.926114
2,11,1.048481
2,8,0.733395
2,92_23,4.904037
2,32,6.591769
2,89_23,5.100487
2,12,1.175325
2,94_23,5.139046
2,90_23,5.146114
2,91_23,5.1333
2,120_23,6.786177
2,122_23,6.942156
2,121_23,7.082125
2,10,0.921582
2,137_23,7.042524
2,132_23,7.364138
2,131_23,7.379139
2,126_23,7.000861
2,33,7.238808
2,117_23,7.114865
2,95_23,5.356841
2,129_23,7.007339
2,124_23,7.33847
2,119_23,6.822709
2,125_23,7.05394
2,111_23,6.981324
2,127_23,7.030888
2,128_23,6.997509
2,113_23,6.825475
2,123_23,7.273764
2,138_23,6.92203
2,133_23,7.273624
2,103_23,6.398786
2,102_23,6.026301
2,118_23,7.215693
2,134_23,7.286332
2,116_23,7.086954
2,130_23,7.411678
2,96_23,5.573759
2,139_23,7.258032
2,110_23,7.359628
2,136_23,7.401382
2,99_23,5.700318
2,100_23,5.980194
2,106_23,6.617583
2,9,0.814321
2,97_23,5.803042
2,135_23,7.394094
2,101_23,6.035238
2,105_23,6.712664
2,112_23,6.958292
2,108_23,7.01455
2,114_23,7.116771
2,115_23,7.153638
2,7,0.574433
2,109_23,7.363025
2,98_23,5.794127
2,107_23,6.995757
2,104_23,6.698091
2,140_23,7.243563
2,142_23,7.779012
2,141_23,7.657712
2,143_23,7.778204
2,34,7.587207
2,144_23,7.746648
2,148_23,8.285471
2,35,7.338419
2,149_23,8.328774
2,147_23,8.286739
2,146_23,8.215278
2,145_23,8.199189
2,164_23,8.338526
2,162_23,8.878085
2,153_23,9.379796
2,157_23,9.397784
2,174_23,8.4435
2,165_23,8.14957
2,158_23,9.513568
2,156_23,8.887429
2,163_23,8.87891
2,173_23,8.401138
2,155_23,9.307281
2,150_23,8.786337
2,159_23,9.467695
2,172_23,8.328763
2,161_23,9.260286
2,160_23,9.273677
2,175_23,8.482137
2,154_23,9.292484
2,151_23,9.284873
2,186_23,11.002675
2,152_23,9.340226
2,176_23,8.338135
2,171_23,8.346228
2,185_23,10.772715
2,169_23,8.183764
2,187_23,11.104956
2,170_23,8.310915
2,168_23,8.269205
2,184_23,10.521997
2,38,8.808426
2,177_23,8.838084
2,36,8.83595
2,166_23,8.302269
2,188_23,11.242052
2,178_23,8.851619
2,167_23,8.266787
2,189_23,11.154123
2,37,8.793922
2,179_23,9.223786
2,190_23,11.490975
2,183_23,10.569485
2,182_23,10.544507
2,180_23,9.901726
2,181_23,10.592147
2,196_23,12.487451
2,191_23,12.743031
2,192_23,13.106121
2,193_23,12.824283
2,40,12.434882
2,194_23,12.627134
2,195_23,12.49277
2,39,11.943352
2,197_23,12.641905
2,41,11.952596
2,198_23,12.863507
2,199_23,12.780295
2,42,11.859804
2,201_23,12.722154
2,6,0.438293
2,200_23,12.757839
2,202_23,12.696104
2,203_23,12.795469
2,204_23,13.031226
2,205_23,12.704931
2,207_23,12.010603
2,206_23,12.244438
2,5,0.328306
2,208_23,12.803713
2,210_23,12.736412
2,209_23,12.680767
2,212_23,12.704617
2,211_23,12.751581
2,43,12.241475
2,213_23,13.084653
2,215_23,16.948349
2,214_23,14.83398
2,4,0.249773
2,216_23,16.944601
2,2,0.077053
2,217_23,17.084232
2,218_23,16.886742
2,3,0.173996
2,219_23,16.961968
2,220_23,18.645697
2,44,12.397702
2,221_23,19.063853
2,222_23,20.883056
2,224_23,18.752711
2,223_23,20.76509
2,226_23,20.338435
2,225_23,19.994367
2,228_23,17.903582
2,227_23,20.217258
2,45,12.318852
2,229_23,19.092421
2,230_23,18.617042
2,231_23,18.536606
2,232_23,18.106598
2,233_23,18.02556
2,234_23,17.782567
2,46,11.951376
2,235_23,17.40819
2,236_23,17.237802
2,237_23,17.104448
2,239_23,17.028028
2,238_23,16.840397
2,240_23,17.111255
2,241_23,16.733733
2,245_23,16.620389
2,244_23,16.28413
2,246_23,16.49925
2,242_23,16.124606
2,243_23,16.195925
2,47,16.100383
2,247_23,19.267928
2,248_23,19.069261
2,249_23,21.426314
2,250_23,21.097717
2,251_23,19.643642
2,254_23,21.258026
2,253_23,21.339242
2,255_23,21.505283
2,252_23,21.975789
2,256_23,23.283556
2,48,20.528424
2,258_23,23.293437
2,257_23,23.382231
2,259_23,23.34595
2,260_23,23.424037
2,262_23,23.910548
2,261_23,23.504741
2,264_23,22.956009
2,263_23,23.391884
2,267_23,23.225189
2,265_23,24.167301
2,268_23,22.769085
2,266_23,25.134943
2,269_23,22.911436
2,49,34.538776
2,270_23,21.12998
2,271_23,20.974749
2,272_23,21.467802
2,273_23,21.426613
2,274_23,21.584653
2,275_23,21.24359
2,276_23,22.145755
2,277_23,23.769118
2,50,34.538776
2,278_23,26.055799
2,51,34.538776
2,279_23,26.600376
2,280_23,30.274361
2,282_23,29.595934
2,281_23,30.001514
2,283_23,34.538776
2,284_23,34.538776
2,52,34.538776
2,285_23,34.538776
2,286_23,34.538776
2,288_23,34.538776
2,53,34.538776
2,287_23,34.538776
2,289_23,34.538776
2,292_23,34.538776
2,291_23,34.538776
2,290_23,34.538776
2,293_23,34.538776
2,54,34.538776
2,294_23,34.538776
2,295_23,34.538776
2,296_23,34.538776
2,297_23,34.538776
2,298_23,34.538776
2,301_23,34.538776
2,302_23,34.538776
2,299_23,34.538776
2,300_23,34.538776
2,303_23,34.538776
2,304_23,34.538776
2,305_23,34.538776
2,306_23,34.538776
2,308_23,34.538776
2,307_23,34.538776
2,309_23,34.538776
2,311_23,27.646507
2,55,34.538776
2,310_23,34.538776
2,316_23,21.359491
2,317_23,21.950616
2,318_23,21.252291
2,312_23,28.777703
2,314_23,27.477878
2,313_23,26.69523
2,315_23,26.587068
2,319_23,26.866036
2,56,34.538776
2,321_23,28.36169
2,320_23,26.672942
2,322_23,28.737667
2,323_23,26.410504
2,324_23,26.828584
2,58,34.538776
2,327_23,34.538776
2,325_23,34.538776
2,328_23,34.538776
3,23,3.392977
3,24,3.815442
3,1_23,3.398513
3,2_23,3.542996
3,3_23,3.572027
3,21,3.072675
3,4_23,3.439599
3,25,4.318645
3,22,3.455151
3,20,2.683354
3,7_23,3.496316
3,8_23,3.647353
3,5_23,3.424299
3,6_23,3.486795
3,9_23,3.763111
3,18,1.948032
3,10_23,3.753698
3,19,2.19602
3,18_23,3.796738
3,16_23,3.831905
3,17_23,3.807877
3,11_23,3.708607
3,26,5.321242
3,12_23,3.718804
3,20_23,3.679919
3,17,1.87906
3,21_23,3.816854
3,19_23,3.818716
3,28,4.645565
3,15,1.568888
3,16,1.805608
3,22_23,3.807514
3,23_23,3.937658
3,15_23,3.823351
3,13_23,3.802282
3,26_23,3.958144
3,24_23,3.984709
3,27,4.998796
3,14_23,3.824141
3,27_23,4.04684
3,25_23,3.974569
3,44_23,4.563788
3,28_23,4.219302
3,29,5.070435
3,47_23,4.701053
3,29_23,4.354567
3,30_23,4.548337
3,31_23,4.543253
3,48_23,4.884367
3,43_23,4.553713
3,14,1.447159
3,45_23,4.581359
3,46_23,4.746155
3,33_23,4.581482
3,49_23,5.107552
3,34_23,4.59013
3,42_23,4.541644
3,32_23,4.586963
3,41_23,4.583152
3,50_23,5.191323
3,36_23,4.616219
3,51_23,5.222378
3,13,1.309729
3,35_23,4.566826
3,53_23,5.414061
3,66_23,5.420454
3,30,5.738475
3,65_23,5.501462
3,40_23,4.631742
3,52_23,5.427208
3,38_23,4.620575
3,67_23,5.456356
3,54_23,5.412501
3,37_23,4.617
3,55_23,5.42953
3,56_23,5.460336
3,64_23,5.531819
3,57_23,5.359108
3,62_23,5.461732
3,68_23,5.489217
3,63_23,5.483029
3,39_23,4.707737
3,60_23,5.710443
3,12,1.175325
3,69_23,5.475096
3,85_23,5.288313
3,59_23,5.795906
3,58_23,5.542013
3,11,1.048481
3,61_23,5.67246
3,31,5.829127
3,70_23,5.213502
3,84_23,5.321367
3,83_23,5.538516
3,71_23,5.205
3,82_23,5.544426
3,74_23,5.388457
3,81_23,5.542817
3,73_23,5.4469
3,75_23,5.447562
3,80_23,5.557434
3,76_23,5.39957
3,72_23,5.424766
3,86_23,4.983147
3,77_23,5.591127
3,78_23,5.639244
3,8,0.733395
3,10,0.921582
3,79_23,5.618136
3,87_23,5.048435
3,88_23,5.0713
3,32,6.591769
3,93_23,4.926114
3,92_23,4.904037
3,9,0.814321
3,89_23,5.100487
3,33,7.238808
3,90_23,5.146114
3,91_23,5.1333
3,94_23,5.139046
3,7,0.574433
3,46,11.951376
3,42,11.859804
3,137_23,7.042524
3,132_23,7.364138
3,131_23,7.379139
3,95_23,5.356841
3,45,12.318852
3,43,12.241475
3,41,11.952596
3,138_23,6.92203
3,126_23,7.000861
3,128_23,6.997509
3,129_23,7.007339
3,174_23,8.4435
3,127_23,7.030888
3,40,12.434882
3,120_23,6.786177
3,38,8.808426
3,133_23,7.273624
3,96_23,5.573759
3,121_23,7.082125
3,134_23,7.286332
3,130_23,7.411678
3,139_23,7.258032
3,136_23,7.401382
3,135_23,7.394094
3,176_23,8.338135
3,122_23,6.942156
3,173_23,8.401138
3,99_23,5.700318
3,117_23,7.114865
3,125_23,7.05394
3,124_23,7.33847
3,175_23,8.482137
3,34,7.587207
3,35,7.338419
3,97_23,5.803042
3,47,16.100383
3,172_23,8.328763
3,119_23,6.822709
3,185_23,10.772715
3,100_23,5.980194
3,102_23,6.026301
3,44,12.397702
3,113_23,6.825475
3,118_23,7.215693
3,103_23,6.398786
3,111_23,6.981324
3,123_23,7.273764
3,186_23,11.002675
3,98_23,5.794127
3,177_23,8.838084
3,39,11.943352
3,140_23,7.243563
3,171_23,8.346228
3,116_23,7.086954
3,110_23,7.359628
3,164_23,8.338526
3,142_23,7.779012
3,187_23,11.104956
