iteration,hit,distance
1,8,2.184509
1,1_8,2.241335
1,2_8,2.274179
1,3_8,2.343674
1,4_8,2.415336
1,5_8,2.641211
1,6_8,2.650428
1,7_8,2.641729
1,9_8,2.749903
1,9,2.772516
1,8_8,2.743727
1,10_8,2.836222
1,11_8,2.851801
1,12_8,2.810212
1,7,1.886014
1,13_8,2.921703
1,14_8,3.006692
1,15_8,3.019765
1,16_8,3.475362
1,17_8,3.574814
1,10,2.972488
1,18_8,3.593439
1,6,1.515258
1,19_8,4.093471
1,11,3.615131
1,20_8,4.069403
1,21_8,4.120981
1,22_8,4.230023
1,5,1.056729
1,23_8,4.221395
1,12,3.638587
1,24_8,4.371529
1,26_8,4.275599
1,25_8,4.334735
1,27_8,4.459283
1,28_8,4.642022
1,29_8,4.841499
1,31_8,5.11349
1,30_8,5.225805
1,32_8,5.298688
1,33_8,5.436749
1,34_8,5.656353
1,35_8,5.662881
1,36_8,5.705746
1,4,0.78341
1,37_8,5.987175
1,38_8,5.929793
1,40_8,5.807918
1,42_8,6.073356
1,39_8,5.966084
1,41_8,6.038045
1,43_8,6.077392
1,13,4.908881
1,44_8,6.064586
1,3,0.555821
1,45_8,6.324152
1,46_8,6.363586
1,47_8,6.353098
1,48_8,6.443696
1,49_8,6.745028
1,50_8,6.751666
1,14,5.588417
1,51_8,6.808813
1,52_8,6.866963
1,53_8,7.170432
1,2,0.274251
1,54_8,7.143698
1,55_8,7.143669
1,56_8,7.163723
1,57_8,7.150532
1,58_8,7.166968
1,15,6.816087
1,59_8,7.145501
1,60_8,7.447436
1,62_8,7.733948
1,61_8,7.533539
1,63_8,8.106703
1,68_8,8.44634
1,16,7.531293
1,65_8,8.186001
1,64_8,8.235961
1,67_8,8.460204
1,17,7.320893
1,69_8,8.810479
1,66_8,8.589789
1,71_8,8.851733
1,70_8,8.869587
1,72_8,8.932877
1,73_8,8.928838
1,18,8.596399
1,78_8,9.423916
1,77_8,9.461611
1,79_8,10.018029
1,76_8,9.453693
1,75_8,9.554376
1,80_8,10.083261
1,81_8,10.067108
1,74_8,9.595324
1,19,9.426409
1,82_8,10.195354
1,20,11.308228
1,83_8,10.046925
1,84_8,10.333446
1,85_8,10.65153
1,21,10.631309
1,86_8,10.692497
1,87_8,11.580565
1,88_8,11.50573
1,90_8,10.697354
1,89_8,11.371057
1,91_8,10.832284
1,22,11.134382
1,92_8,10.86304
1,93_8,10.592095
1,98_8,11.271643
1,94_8,11.314276
1,96_8,10.993686
1,99_8,11.876711
1,95_8,11.224847
1,97_8,11.182606
1,105_8,11.905913
1,102_8,11.933157
1,106_8,11.883481
1,101_8,11.882563
1,100_8,12.050368
1,107_8,14.363185
1,108_8,14.560498
1,118_8,12.606787
1,104_8,12.769994
1,103_8,12.763724
1,117_8,13.308123
2,8,2.184509
2,2_8,2.274179
2,3_8,2.343674
2,1_8,2.241335
2,4_8,2.415336
2,10,2.972488
2,6_8,2.650428
2,5_8,2.641211
2,22_8,4.230023
2,11,3.615131
2,20_8,4.069403
2,21_8,4.120981
2,12_8,2.810212
2,9_8,2.749903
2,10_8,2.836222
2,9,2.772516
2,13_8,2.921703
2,23_8,4.221395
2,7_8,2.641729
2,17_8,3.574814
2,14_8,3.006692
2,18_8,3.593439
