iteration,hit,distance
1,10,3.792475
1,1_10,3.966177
1,3_10,3.956839
1,2_10,3.932605
1,4_10,3.92363
1,5_10,4.002768
1,6_10,4.017984
1,7_10,3.980576
1,8_10,3.964019
1,9_10,4.055426
1,10_10,4.219564
1,11_10,4.367339
1,12_10,4.298146
1,13_10,4.488283
1,14_10,4.498525
1,15_10,4.402419
1,16_10,4.403499
1,17_10,4.600665
1,9,2.634326
1,11,4.598013
1,18_10,4.542199
1,19_10,4.504039
1,20_10,4.643007
1,21_10,4.642634
1,22_10,4.609582
1,23_10,4.602129
1,24_10,4.654216
1,25_10,4.593539
1,26_10,4.579653
1,27_10,4.578585
1,28_10,4.584864
1,29_10,4.593294
1,30_10,4.59438
1,32_10,4.799899
1,31_10,4.819384
1,8,2.304645
1,33_10,5.028526
1,34_10,4.977641
1,35_10,5.229639
1,36_10,5.211747
1,12,5.37686
1,37_10,5.245695
1,39_10,5.372608
1,38_10,5.360779
1,40_10,5.372269
1,41_10,5.620983
1,42_10,5.374909
1,44_10,5.318923
1,43_10,5.370066
1,45_10,5.545771
1,46_10,5.540852
1,47_10,5.787139
1,48_10,5.822538
1,49_10,5.820403
1,50_10,6.060464
1,52_10,6.273306
1,51_10,6.338788
1,7,1.657273
1,53_10,6.273917
1,56_10,6.279876
1,54_10,6.376836
1,57_10,6.378467
1,55_10,6.320326
1,58_10,6.687753
1,59_10,6.712851
1,62_10,6.871196
1,61_10,6.735697
1,60_10,6.810338
1,63_10,7.142864
1,13,6.365874
1,64_10,7.20933
1,65_10,6.85759
1,67_10,6.84495
1,66_10,6.817897
1,68_10,6.693707
1,71_10,7.028284
1,69_10,7.009653
1,72_10,7.278972
1,70_10,7.092932
1,73_10,6.931913
1,74_10,6.919406
1,75_10,6.842412
1,6,1.418399
1,76_10,6.878029
1,77_10,6.875354
1,81_10,7.300451
1,78_10,7.386673
1,80_10,7.34542
1,79_10,7.385208
1,82_10,7.318307
1,83_10,7.315133
1,84_10,7.404043
1,85_10,7.031508
1,86_10,7.050336
1,14,7.505913
1,87_10,7.119761
1,88_10,7.582282
1,90_10,7.871875
1,89_10,7.877968
1,91_10,7.951816
1,94_10,8.886428
1,95_10,8.471875
1,93_10,8.996263
1,92_10,8.536465
1,96_10,8.503879
1,5,1.012627
1,97_10,9.051849
1,98_10,9.234382
1,99_10,9.2207
1,100_10,9.378202
1,101_10,8.797438
1,103_10,8.805562
1,104_10,8.827007
1,102_10,8.790649
1,105_10,9.278947
1,106_10,10.348491
1,107_10,10.365108
1,108_10,10.275506
1,109_10,10.362095
1,111_10,10.33861
1,112_10,10.372692
1,110_10,10.275202
1,4,0.67974
1,113_10,10.443245
1,114_10,10.509708
1,115_10,10.57188
1,15,11.320117
1,116_10,11.490206
1,119_10,12.82275
1,117_10,11.535497
1,118_10,13.068982
1,120_10,13.22194
1,121_10,13.55332
1,133_10,34.538776
1,124_10,34.538776
1,122_10,0.105361
1,126_10,15.691648
1,123_10,0.105361
1,125_10,15.840211
1,132_10,14.504807
1,128_10,14.404066
1,127_10,14.860376
1,131_10,15.128505
1,129_10,14.64364
1,134_10,0.105361
1,130_10,14.463907
1,16,12.890658
1,135_10,34.538776
1,136_10,34.538776
1,137_10,34.538776
1,138_10,34.538776
1,139_10,34.538776
