iteration,hit,distance
1,7,2.474538
1,1_7,2.483465
1,2_7,2.558183
1,3_7,2.538085
1,4_7,2.511892
1,5_7,2.586924
1,7_7,2.607725
1,6_7,2.58984
1,8_7,2.51851
1,9_7,2.592727
1,10_7,2.580646
1,11_7,2.661883
1,12_7,2.666814
1,13_7,2.680433
1,14_7,2.682745
1,15_7,2.775895
1,16_7,2.869688
1,17_7,2.884222
1,18_7,2.862092
1,19_7,2.828529
1,20_7,2.830589
1,21_7,2.860224
1,22_7,2.922934
1,23_7,2.923691
1,24_7,2.974868
1,25_7,2.93844
1,26_7,2.898617
1,6,1.880833
1,27_7,2.892918
1,30_7,2.867059
1,29_7,2.882296
1,28_7,2.921152
1,33_7,2.913101
1,31_7,2.839201
1,34_7,2.931584
1,32_7,2.808331
1,35_7,2.881969
1,8,3.4677
1,36_7,2.952882
1,37_7,2.943168
1,38_7,2.927902
1,39_7,2.95828
1,40_7,2.978353
1,41_7,2.961963
1,42_7,3.000346
1,43_7,3.006333
1,44_7,3.067316
1,45_7,3.054162
1,51_7,3.076318
1,47_7,3.190937
1,48_7,3.126964
1,46_7,3.205936
1,50_7,3.127236
1,52_7,3.020859
1,57_7,3.072841
1,56_7,3.052396
1,49_7,3.145108
1,53_7,3.060369
1,58_7,3.211424
1,54_7,3.096454
1,55_7,3.092576
1,59_7,3.210336
1,60_7,3.324804
1,61_7,3.324425
1,62_7,3.449779
1,63_7,3.609445
1,64_7,3.593378
1,65_7,3.570106
1,67_7,3.489291
1,66_7,3.540854
1,9,4.280475
1,68_7,3.65904
1,70_7,3.530823
1,69_7,3.57614
1,71_7,3.556604
1,73_7,3.543528
1,72_7,3.53456
1,5,1.341589
1,74_7,3.605885
1,75_7,3.605362
1,76_7,3.639745
1,79_7,3.691073
1,77_7,3.844384
1,80_7,3.858762
1,78_7,3.837265
1,81_7,3.86124
1,82_7,4.04759
1,84_7,4.028929
1,83_7,4.083586
1,85_7,4.2032
1,86_7,4.219548
1,87_7,4.271386
1,90_7,4.34797
1,89_7,4.351003
1,93_7,4.332209
1,88_7,4.246386
1,92_7,4.381305
1,91_7,4.374047
1,94_7,4.334617
1,95_7,4.357186
1,96_7,4.304178
1,10,5.028529
1,97_7,4.48451
1,98_7,4.471448
1,102_7,4.495255
1,101_7,4.475942
1,103_7,4.419063
1,100_7,4.443524
1,99_7,4.465136
1,104_7,4.303462
1,105_7,4.307565
1,106_7,4.334324
1,107_7,4.323037
1,108_7,4.285333
1,109_7,4.28514
1,110_7,4.299751
1,111_7,4.311654
1,112_7,4.49328
1,113_7,4.668198
1,114_7,4.680744
1,115_7,4.872974
1,4,0.916091
1,116_7,4.873502
1,124_7,4.600892
1,118_7,4.671066
1,123_7,4.601022
1,122_7,4.788534
1,117_7,4.846189
1,126_7,4.522366
1,119_7,4.752391
1,128_7,4.729186
1,125_7,4.534372
1,120_7,4.781504
1,121_7,4.849925
1,127_7,4.762342
1,11,6.162916
1,129_7,5.105686
1,130_7,5.196372
1,132_7,5.129583
1,135_7,5.252256
1,134_7,5.266364
1,133_7,5.188194
1,131_7,5.113782
1,136_7,5.288937
1,138_7,5.308472
1,137_7,5.290769
1,139_7,5.282659
1,145_7,5.098226
1,146_7,5.145214
1,147_7,5.417302
1,144_7,5.31375
1,142_7,5.314009
1,140_7,5.307125
1,141_7,5.318262
1,143_7,5.361116
1,149_7,5.395091
1,148_7,5.884837
1,150_7,5.409562
1,151_7,5.474525
1,152_7,5.507316
1,153_7,5.369843
1,154_7,5.684541
1,155_7,5.594311
1,12,9.469527
1,156_7,5.536893
1,162_7,5.421437
1,163_7,5.464045
1,158_7,5.442956
1,160_7,5.623369
1,159_7,5.555119
1,161_7,5.304073
1,164_7,5.443058
