iteration,hit,distance
1,1_6,3.863531
1,6,3.877497
1,2_6,4.03981
1,3_6,4.064617
1,4_6,4.083238
1,5_6,4.096824
1,6_6,4.225384
1,8_6,4.355501
1,7_6,4.191167
1,9_6,4.329381
1,10_6,4.302195
1,12_6,4.214564
1,11_6,4.193781
1,13_6,4.200773
1,14_6,4.205017
1,15_6,4.282963
1,16_6,4.286328
1,17_6,4.307322
1,18_6,4.518701
1,19_6,4.508711
1,20_6,4.535271
1,21_6,4.495957
1,22_6,4.489931
1,23_6,4.527711
1,24_6,4.509012
1,25_6,4.466694
1,26_6,4.503546
1,27_6,4.356128
1,28_6,4.376483
1,29_6,4.546791
1,30_6,4.740443
1,31_6,4.781046
1,32_6,5.059345
1,33_6,4.82281
1,34_6,4.832228
1,35_6,4.783553
1,36_6,4.808
1,37_6,4.81975
1,39_6,4.80773
1,38_6,4.745686
1,40_6,4.81846
1,5,3.032037
1,42_6,5.16778
1,41_6,4.93409
1,43_6,5.113322
1,44_6,5.115271
1,7,5.93247
1,45_6,5.0984
1,46_6,5.014577
1,47_6,5.009293
1,48_6,5.084308
1,49_6,5.06198
1,50_6,5.256313
1,51_6,5.223652
1,52_6,5.217247
1,53_6,5.201114
1,54_6,5.411422
1,56_6,5.475007
1,55_6,5.466722
1,57_6,5.436817
1,59_6,5.5644
1,58_6,5.515186
1,60_6,5.58781
1,61_6,5.56833
1,62_6,5.569836
1,64_6,5.882931
1,66_6,5.962581
1,63_6,5.609198
1,65_6,5.878825
1,68_6,6.384139
1,67_6,5.986829
1,70_6,6.3848
1,69_6,6.384609
1,71_6,6.425675
1,77_6,6.325896
1,72_6,6.406895
1,73_6,6.492066
1,78_6,6.286891
1,76_6,6.406058
1,75_6,6.407881
1,74_6,6.406159
1,79_6,6.27989
1,81_6,6.329137
1,83_6,6.223028
1,80_6,6.295653
1,84_6,6.260567
1,82_6,6.346673
1,86_6,6.269295
1,85_6,6.251211
1,87_6,6.480615
1,90_6,6.747466
1,88_6,6.728345
1,91_6,6.622905
1,92_6,6.609722
1,89_6,6.735042
1,93_6,6.691447
1,94_6,6.681716
1,95_6,7.024057
1,97_6,6.879066
1,96_6,6.967626
1,98_6,6.896374
1,99_6,6.94066
1,4,1.891746
1,100_6,6.962052
