1,500
1,1_500
1,2_500
1,3_500
1,501
1,4_500
1,499
1,5_500
1,6_500
1,8_500
1,7_500
1,502
1,9_500
1,498
1,10_500
1,11_500
1,12_500
1,13_500
1,503
1,497
1,14_500
1,15_500
1,16_500
1,504
1,17_500
1,18_500
1,19_500
1,505
1,20_500
1,496
1,21_500
1,23_500
1,22_500
1,25_500
1,24_500
1,495
1,26_500
1,506
1,27_500
1,28_500
1,29_500
1,30_500
1,507
1,494
1,31_500
1,32_500
1,33_500
1,508
1,34_500
1,493
1,35_500
1,36_500
1,37_500
1,38_500
1,509
1,39_500
1,492
1,40_500
1,43_500
1,42_500
1,41_500
1,44_500
1,491
1,45_500
1,46_500
1,47_500
1,490
1,510
1,48_500
1,49_500
1,50_500
1,511
1,51_500
1,52_500
1,53_500
1,512
1,54_500
1,489
1,55_500
1,56_500
1,488
1,57_500
1,58_500
1,513
1,59_500
1,60_500
1,487
1,514
1,61_500
1,62_500
1,64_500
1,486
1,63_500
1,66_500
1,65_500
1,69_500
1,515
1,68_500
1,67_500
1,72_500
1,70_500
1,71_500
1,516
1,73_500
1,517
1,485
1,75_500
1,74_500
1,518
1,519
1,76_500
1,77_500
1,483
1,484
1,78_500
1,482
1,79_500
1,80_500
1,520
1,81_500
1,82_500
1,84_500
1,83_500
1,481
1,85_500
1,89_500
1,88_500
1,98_500
1,99_500
1,91_500
1,87_500
1,90_500
1,86_500
1,93_500
1,92_500
1,521
1,100_500
1,94_500
1,522
1,97_500
1,101_500
1,102_500
1,96_500
1,95_500
1,480
1,103_500
1,104_500
1,523
1,105_500
1,108_500
1,107_500
1,106_500
1,479
1,109_500
1,110_500
1,478
1,111_500
1,524
1,112_500
1,477
1,114_500
1,115_500
1,113_500
1,525
1,116_500
1,476
1,118_500
1,117_500
1,475
1,119_500
1,121_500
1,123_500
1,122_500
1,526
1,527
1,528
1,124_500
1,474
1,120_500
1,126_500
1,125_500
1,473
1,127_500
1,128_500
1,472
1,131_500
1,130_500
1,529
1,132_500
1,133_500
1,129_500
1,135_500
1,134_500
1,530
1,471
1,531
1,136_500
1,137_500
1,138_500
1,142_500
1,141_500
1,144_500
1,532
1,140_500
1,145_500
1,139_500
1,143_500
1,470
1,149_500
1,146_500
1,147_500
1,148_500
1,150_500
1,152_500
1,151_500
1,153_500
1,533
1,154_500
1,534
1,155_500
1,158_500
1,157_500
1,156_500
1,468
1,469
1,467
1,163_500
1,159_500
1,160_500
1,164_500
1,162_500
1,161_500
1,535
1,466
1,165_500
1,167_500
1,166_500
1,464
1,465
1,168_500
1,536
1,170_500
1,169_500
1,460
1,171_500
1,463
1,462
1,537
1,173_500
1,172_500
1,461
1,174_500
1,180_500
1,176_500
1,175_500
1,181_500
1,178_500
1,177_500
1,179_500
1,538
1,459
1,182_500
1,183_500
1,184_500
1,458
1,185_500
1,190_500
1,192_500
1,191_500
1,189_500
1,539
1,193_500
1,188_500
1,457
1,195_500
1,186_500
1,198_500
1,200_500
1,199_500
1,197_500
1,187_500
1,194_500
1,201_500
1,202_500
1,540
2,500
2,6_500
2,1_500
2,5_500
2,4_500
2,501
2,8_500
2,499
2,2_500
2,3_500
2,7_500
2,502
2,9_500
2,13_500
2,10_500
2,503
2,498
2,497
2,11_500
2,14_500
2,16_500
2,12_500
2,15_500
2,504
2,18_500
2,19_500
2,17_500
2,495
2,25_500
2,21_500
2,20_500
2,22_500
2,23_500
2,494
2,26_500
2,27_500
2,24_500
2,496
2,28_500
2,505
2,29_500
2,30_500
2,506
2,31_500
2,33_500
2,32_500
2,34_500
2,507
2,46_500
2,35_500
2,42_500
2,508
2,44_500
2,43_500
2,45_500
2,37_500
2,39_500
2,49_500
2,493
2,36_500
2,47_500
2,50_500
2,41_500
2,38_500
2,48_500
2,40_500
2,51_500
2,509
2,53_500
2,491
2,52_500
2,510
2,512
2,492
2,54_500
2,490
2,511
2,523
2,55_500
2,520
2,519
2,56_500
2,488
2,518
2,489
2,524
2,522
2,516
2,517
2,521
2,72_500
2,515
2,57_500
2,58_500
2,69_500
2,75_500
2,74_500
2,59_500
2,76_500
2,102_500
2,514
2,527
2,101_500
2,60_500
2,100_500
2,62_500
2,66_500
2,99_500
2,67_500
2,77_500
2,71_500
2,525
2,70_500
2,73_500
2,68_500
2,487
2,61_500
2,78_500
2,486
2,110_500
2,485
2,64_500
2,513
2,124_500
2,104_500
2,111_500
2,123_500
2,105_500
2,103_500
2,65_500
2,526
2,125_500
2,122_500
2,126_500
2,109_500
2,80_500
2,112_500
2,79_500
2,528
2,63_500
2,113_500
2,98_500
2,114_500
2,106_500
2,121_500
2,108_500
2,81_500
2,127_500
2,107_500
2,97_500
2,128_500
2,118_500
2,96_500
2,115_500
2,117_500
2,82_500
2,84_500
2,131_500
2,119_500
2,116_500
2,130_500
2,83_500
2,484
2,483
2,482
2,120_500
2,129_500
2,529
2,86_500
2,85_500
2,132_500
2,530
2,133_500
2,481
2,93_500
2,91_500
2,95_500
2,89_500
2,92_500
2,531
2,88_500
2,134_500
2,90_500
2,142_500
2,135_500
2,136_500
2,94_500
2,137_500
2,141_500
2,532
2,144_500
2,143_500
2,145_500
2,87_500
2,138_500
2,533
2,147_500
2,146_500
2,149_500
2,139_500
2,148_500
2,140_500
2,150_500
2,534
2,152_500
2,153_500
2,151_500
2,480
2,154_500
2,478
2,476
2,157_500
2,155_500
2,156_500
2,473
2,158_500
2,479
2,477
2,474
2,475
2,535
2,159_500
2,160_500
2,163_500
2,470
2,472
2,536
2,161_500
2,162_500
2,164_500
2,471
2,165_500
2,538
2,167_500
2,168_500
2,537
2,469
2,166_500
2,170_500
2,169_500
2,171_500
2,172_500
2,468
2,173_500
2,467
2,174_500
2,539
2,176_500
2,177_500
2,179_500
2,175_500
2,181_500
2,180_500
2,178_500
2,466
2,540
2,182_500
2,464
2,465
2,462
2,183_500
2,463
2,184_500
2,461
2,189_500
2,460
2,190_500
2,191_500
2,192_500
2,185_500
2,188_500
2,186_500
2,193_500
2,187_500
2,542
2,195_500
2,459
2,196_500
2,194_500
2,541
2,197_500
2,198_500
2,199_500
2,458
2,200_500
2,201_500
2,202_500
2,203_500
2,457
2,205_500
2,543
2,204_500
2,206_500
2,456
2,207_500
2,455
2,544
2,208_500
2,209_500
2,210_500
2,454
2,212_500
2,211_500
2,213_500
2,214_500
2,545
2,215_500
2,453
2,216_500
2,217_500
2,219_500
2,218_500
2,220_500
2,221_500
2,452
2,222_500
2,547
2,223_500
2,546
2,226_500
2,227_500
2,224_500
2,451
2,232_500
2,230_500
2,225_500
2,228_500
2,231_500
2,229_500
2,548
2,234_500
2,233_500
2,450
2,235_500
2,549
2,236_500
2,550
2,238_500
2,237_500
2,449
2,239_500
2,551
2,241_500
2,242_500
2,240_500
2,552
2,243_500
2,254_500
2,253_500
2,258_500
2,448
2,252_500
2,244_500
2,245_500
2,259_500
2,248_500
2,255_500
2,261_500
2,251_500
2,257_500
2,250_500
2,246_500
2,260_500
2,262_500
2,249_500
2,247_500
2,263_500
2,264_500
2,447
2,256_500
2,265_500
2,268_500
2,553
2,267_500
2,266_500
2,269_500
2,446
2,277_500
2,270_500
2,278_500
2,271_500
2,276_500
2,280_500
2,279_500
2,272_500
2,445
2,275_500
2,281_500
2,273_500
2,274_500
2,444
2,554
2,282_500
2,284_500
2,443
2,283_500
2,555
2,285_500
2,286_500
2,442
2,287_500
2,290_500
2,291_500
2,292_500
2,556
2,289_500
2,288_500
2,293_500
2,441
2,294_500
2,295_500
2,439
2,440
2,557
2,296_500
2,298_500
2,297_500
2,558
2,299_500
2,561
2,560
2,300_500
2,438
2,302_500
2,301_500
2,559
2,303_500
2,305_500
2,437
2,565
2,304_500
2,564
2,563
2,306_500
2,307_500
2,562
2,308_500
2,566
2,436
2,309_500
2,310_500
2,567
2,313_500
2,312_500
2,311_500
2,568
2,314_500
2,315_500
2,569
2,316_500
2,317_500
2,435
2,318_500
2,319_500
2,320_500
2,323_500
2,322_500
2,570
2,325_500
2,321_500
2,324_500
2,326_500
2,327_500
2,328_500
2,337_500
2,331_500
2,340_500
3,6_500
3,500
3,8_500
3,5_500
3,1_500
3,4_500
3,499
3,501
3,7_500
3,3_500
3,497
3,2_500
3,495
3,498
3,9_500
3,502
3,494
3,10_500
3,13_500
3,496
3,11_500
3,14_500
3,16_500
3,15_500
3,504
3,503
3,18_500
3,17_500
3,12_500
3,19_500
3,20_500
3,21_500
3,22_500
3,25_500
3,23_500
3,27_500
3,505
3,24_500
3,26_500
3,28_500
3,493
3,29_500
3,30_500
3,31_500
3,506
3,491
3,34_500
3,33_500
3,32_500
3,35_500
3,490
3,37_500
3,36_500
3,38_500
3,39_500
3,492
3,488
3,507
3,485
3,42_500
3,40_500
3,508
3,41_500
3,49_500
3,46_500
3,43_500
3,489
3,50_500
3,48_500
3,47_500
3,486
3,45_500
3,44_500
3,51_500
3,484
3,487
3,482
3,483
3,481
3,52_500
3,509
3,53_500
3,510
3,512
3,511
3,476
3,478
3,102_500
3,76_500
3,54_500
3,75_500
3,520
3,77_500
3,101_500
3,99_500
3,100_500
3,74_500
3,477
3,80_500
3,480
3,78_500
3,72_500
3,124_500
3,55_500
3,104_500
3,516
3,69_500
3,473
3,105_500
3,79_500
3,519
3,123_500
3,103_500
3,518
3,107_500
3,81_500
3,109_500
3,106_500
3,73_500
3,125_500
3,472
3,479
3,66_500
3,67_500
3,474
3,517
3,71_500
3,58_500
3,122_500
3,126_500
3,98_500
3,82_500
3,68_500
3,56_500
3,110_500
3,108_500
3,523
3,70_500
3,83_500
3,57_500
3,111_500
3,59_500
3,112_500
3,475
3,515
3,127_500
3,60_500
3,121_500
3,114_500
3,84_500
3,470
3,65_500
3,97_500
3,113_500
3,62_500
3,64_500
3,522
3,61_500
3,86_500
3,521
3,96_500
3,115_500
3,514
3,117_500
3,85_500
3,116_500
3,118_500
3,128_500
3,119_500
3,527
3,471
3,63_500
3,120_500
3,513
3,524
3,129_500
3,469
3,460
3,89_500
3,130_500
3,131_500
3,91_500
3,467
3,88_500
3,93_500
3,461
3,462
3,92_500
3,528
3,90_500
3,87_500
3,95_500
3,464
3,525
3,468
3,463
3,94_500
3,132_500
3,277_500
3,278_500
3,281_500
3,534
3,133_500
3,459
3,526
3,282_500
3,284_500
3,533
3,191_500
3,170_500
3,280_500
3,167_500
3,198_500
3,279_500
3,530
3,192_500
3,181_500
3,136_500
3,276_500
3,171_500
3,180_500
3,190_500
3,144_500
3,168_500
3,135_500
3,134_500
3,197_500
3,283_500
3,169_500
3,199_500
3,163_500
3,179_500
3,529
3,166_500
3,201_500
3,538
3,189_500
3,267_500
3,143_500
3,268_500
3,172_500
3,466
3,193_500
3,200_500
3,164_500
3,145_500
3,275_500
3,142_500
3,165_500
3,146_500
3,264_500
3,196_500
3,137_500
3,265_500
3,158_500
3,162_500
3,188_500
3,195_500
3,161_500
3,285_500
3,259_500
3,532
3,141_500
3,160_500
3,147_500
3,138_500
3,182_500
3,258_500
3,531
3,465
3,159_500
3,286_500
3,262_500
3,178_500
3,556
3,202_500
3,173_500
3,153_500
3,260_500
3,536
3,149_500
3,157_500
3,174_500
3,269_500
3,232_500
3,261_500
3,274_500
3,458
3,187_500
3,183_500
3,537
3,266_500
3,148_500
3,177_500
3,184_500
3,152_500
3,552
3,263_500
3,234_500
3,186_500
3,176_500
3,194_500
3,254_500
3,287_500
3,291_500
3,203_500
3,270_500
3,156_500
3,139_500
3,272_500
3,273_500
3,257_500
3,185_500
3,154_500
3,551
3,555
3,271_500
3,150_500
3,175_500
3,292_500
3,554
3,535
3,253_500
3,231_500
3,545
3,290_500
3,293_500
3,155_500
3,140_500
3,255_500
3,236_500
3,559
3,151_500
3,230_500
3,233_500
3,542
3,540
3,235_500
3,561
3,289_500
3,252_500
3,288_500
3,451
3,560
3,206_500
3,295_500
3,558
3,457
3,205_500
3,207_500
3,539
3,294_500
3,226_500
3,256_500
3,238_500
3,550
3,204_500
3,553
3,543
3,547
3,450
3,227_500
3,544
3,548
3,223_500
3,557
3,454
3,549
3,455
3,298_500
3,229_500
3,251_500
3,452
3,296_500
3,228_500
3,237_500
3,225_500
3,221_500
3,541
3,222_500
3,213_500
3,210_500
3,297_500
3,453
3,299_500
3,214_500
3,211_500
3,239_500
3,250_500
3,209_500
3,565
3,208_500
3,224_500
3,212_500
3,215_500
3,300_500
3,456
3,220_500
3,546
3,306_500
3,217_500
3,248_500
3,216_500
3,242_500
3,307_500
3,219_500
3,241_500
3,449
3,444
3,443
3,305_500
3,447
3,303_500
3,249_500
3,240_500
3,445
3,308_500
3,302_500
3,243_500
3,218_500
3,313_500
3,247_500
3,314_500
3,309_500
3,304_500
3,244_500
3,315_500
3,316_500
3,246_500
3,245_500
3,301_500
3,441
3,442
3,312_500
3,437
3,448
3,564
3,446
3,311_500
3,310_500
3,568
3,569
3,566
3,439
3,567
3,563
3,317_500
3,440
3,562
3,438
3,318_500
3,320_500
3,436
3,319_500
3,570
3,322_500
3,325_500
3,323_500
3,321_500
3,333_500
3,324_500
3,326_500
3,332_500
3,331_500
3,334_500
3,327_500
3,328_500
3,337_500
3,336_500
3,335_500
3,330_500
3,329_500
3,338_500
3,435
3,341_500
3,340_500
3,339_500
3,345_500
3,344_500
3,571
3,346_500
3,343_500
3,347_500
3,342_500
3,349_500
3,348_500
3,350_500
3,351_500
3,434
3,433
3,352_500
3,572
3,353_500
3,432
3,354_500
3,355_500
3,573
3,356_500
3,431
3,357_500
3,358_500
3,359_500
3,430
3,429
3,360_500
3,574
3,427
3,428
3,426
3,361_500
3,575
3,362_500
3,363_500
3,364_500
3,576
3,425
3,369_500
3,366_500
3,424
3,365_500
3,367_500
3,368_500
3,371_500
3,372_500
3,373_500
3,370_500
3,577
3,374_500
3,423
3,375_500
3,378_500
3,379_500
3,377_500
3,376_500
3,578
3,422
3,380_500
3,381_500
3,382_500
3,421
3,383_500
3,579
3,384_500
3,385_500
3,386_500
3,580
3,420
3,387_500
3,581
3,418
3,419
3,388_500
3,390_500
3,389_500
3,392_500
3,391_500
3,582
3,394_500
3,393_500
3,583
3,407_500
3,402_500
3,408_500
3,405_500
3,417
3,403_500
3,395_500
3,404_500
3,406_500
3,401_500
3,411_500
3,397_500
3,398_500
3,396_500
3,399_500
3,409_500
3,400_500
3,410_500
3,412_500
3,584
3,416
3,413_500
3,415_500
3,414_500
3,585
3,417_500
3,418_500
3,416_500
3,413
3,419_500
3,415
3,421_500
3,414
3,420_500
3,422_500
3,423_500
3,412
3,586
3,424_500
3,425_500
3,426_500
3,427_500
3,429_500
3,442_500
3,443_500
3,587
3,444_500
3,440_500
3,446_500
3,445_500
3,588
3,431_500
3,428_500
3,441_500
3,457_500
3,458_500
3,447_500
3,430_500
3,435_500
3,590
3,411
3,438_500
3,437_500
3,456_500
3,455_500
3,592
3,432_500
3,434_500
3,436_500
3,439_500
3,463_500
3,589
3,433_500
3,454_500
3,591
3,448_500
3,449_500
3,460_500
3,464_500
3,453_500
3,459_500
3,452_500
3,450_500
3,462_500
3,451_500
3,461_500
3,410
3,465_500
3,467_500
3,466_500
3,593
3,471_500
3,468_500
3,470_500
3,469_500
3,472_500
3,594
3,408
3,409
3,473_500
3,474_500
3,479_500
3,480_500
3,475_500
3,481_500
3,478_500
3,476_500
3,477_500
3,407
3,482_500
4,8_500
4,6_500
4,7_500
4,500
4,4_500
4,5_500
4,1_500
4,501
4,499
4,9_500
4,3_500
4,497
4,502
4,495
4,2_500
4,494
4,504
4,10_500
4,498
4,13_500
4,16_500
4,503
4,15_500
4,14_500
4,11_500
4,496
4,18_500
4,17_500
4,19_500
4,12_500
4,505
4,20_500
4,21_500
4,22_500
4,506
4,25_500
4,23_500
4,24_500
4,27_500
4,26_500
4,28_500
4,29_500
4,30_500
4,31_500
4,491
4,493
4,33_500
4,507
4,34_500
4,490
4,508
4,32_500
4,35_500
4,38_500
4,36_500
4,37_500
4,39_500
4,488
4,42_500
4,489
4,50_500
4,49_500
4,40_500
4,41_500
4,46_500
4,43_500
4,492
4,485
4,51_500
4,47_500
4,45_500
4,48_500
4,44_500
4,509
4,486
4,52_500
4,482
4,483
4,53_500
4,510
4,484
4,487
4,481
4,511
4,512
4,54_500
4,478
4,476
4,520
4,76_500
4,75_500
4,77_500
4,55_500
4,74_500
4,477
4,58_500
4,69_500
4,72_500
4,80_500
4,59_500
4,66_500
4,102_500
4,523
4,78_500
4,67_500
4,70_500
4,71_500
4,480
4,57_500
4,60_500
4,68_500
4,56_500
4,516
4,79_500
4,65_500
4,101_500
4,62_500
4,99_500
4,73_500
4,81_500
4,100_500
4,473
4,519
4,64_500
4,82_500
4,479
4,527
4,61_500
4,472
4,522
4,460
4,105_500
4,475
4,104_500
4,353_500
4,569
4,474
4,521
4,107_500
4,83_500
4,355_500
4,518
4,124_500
4,106_500
4,103_500
4,534
4,109_500
4,356_500
4,350_500
4,352_500
4,63_500
4,84_500
4,524
4,123_500
4,561
4,517
4,538
4,358_500
4,354_500
4,556
4,108_500
4,351_500
4,349_500
4,357_500
4,98_500
4,533
4,528
4,348_500
4,347_500
4,110_500
4,560
4,346_500
4,345_500
4,470
4,281_500
4,86_500
4,568
4,359_500
