iteration,hit,distance
1,74,3.626338
1,75,3.775371
1,1_74,3.636771
1,76,3.734505
1,2_74,3.473923
1,73,3.526461
1,77,3.725384
1,72,3.484174
1,78,4.120507
1,79,4.099186
1,80,4.279937
1,81,4.33814
1,82,4.308865
1,83,4.259427
1,3_74,3.826693
1,71,3.218743
1,4_74,3.834227
1,5_74,3.816819
1,6_74,3.956172
1,70,3.027288
1,7_74,4.117876
1,69,3.028259
1,68,3.047567
1,8_74,4.293586
1,84,4.56118
1,9_74,4.275255
1,85,4.76943
1,86,4.709247
1,10_74,4.401074
1,67,2.732366
1,87,4.516469
1,66,2.443313
1,88,4.70868
1,65,2.423326
1,64,2.468257
1,63,2.432948
1,89,4.684352
1,61,2.400536
1,62,2.428016
1,11_74,5.141381
1,60,2.386693
1,90,4.728502
1,12_74,5.371631
1,59,2.283863
1,91,4.658155
1,13_74,5.297971
1,58,2.327416
1,15_74,5.330273
1,14_74,5.298252
1,56,2.31538
1,16_74,5.58594
1,57,2.288213
1,92,4.468432
1,17_74,5.321567
1,18_74,5.30203
1,93,4.256372
1,55,2.397
1,19_74,5.560993
1,20_74,5.578333
1,94,4.433481
1,21_74,5.548707
1,54,2.244093
1,53,2.217113
1,95,4.607367
1,22_74,5.726304
1,52,2.147115
1,96,4.764457
1,23_74,5.703441
1,50,2.167216
1,51,2.14645
1,24_74,5.983061
1,97,4.594499
1,49,2.102436
1,48,2.018595
1,98,4.646649
1,99,4.619785
1,47,2.014559
1,46,1.943529
1,45,1.877982
1,25_74,6.320721
1,44,1.90154
1,26_74,6.453802
1,27_74,6.549447
1,28_74,6.679988
1,100,5.186415
1,29_74,6.613223
1,43,1.662111
1,30_74,6.622208
1,31_74,6.739669
1,32_74,6.688346
1,33_74,6.664646
1,42,1.607176
1,34_74,7.0096
1,35_74,7.494649
1,40,1.520304
1,41,1.612138
1,37_74,7.350003
1,36_74,7.31473
1,39,1.466432
1,38_74,7.678725
1,39_74,7.663016
1,38,1.3936
1,41_74,8.066686
1,40_74,8.14413
1,42_74,8.071642
1,37,1.361938
1,101,6.074508
1,43_74,8.046865
1,36,1.363263
1,35,1.355205
1,44_74,8.069302
1,45_74,8.400744
1,102,6.058045
1,103,6.017488
1,34,1.339537
1,104,6.093064
1,105,6.087967
1,106,6.145677
1,46_74,8.326024
1,32,1.335814
1,33,1.287273
1,47_74,8.417394
1,107,6.485785
1,108,6.491888
1,30,0.962145
1,31,1.022928
1,48_74,8.430858
1,49_74,8.450325
1,109,6.494397
1,28,0.868686
1,50_74,8.539737
1,27,0.831977
1,29,0.900835
1,51_74,8.948389
1,110,6.853568
1,26,0.798471
1,54_74,10.036293
1,111,6.7599
1,25,0.742189
1,56_74,9.933266
1,55_74,9.993341
1,53_74,9.94653
1,52_74,9.970993
1,57_74,9.804749
1,112,7.403046
1,58_74,10.426884
1,24,0.71701
1,113,7.713765
1,114,7.695858
1,23,0.674621
1,21,0.60617
1,118,7.189453
1,115,7.449029
1,64_74,13.146135
1,22,0.630833
1,119,7.255258
1,116,7.257459
1,20,0.56256
1,124,7.715718
1,59_74,12.74315
1,117,7.254764
1,126,7.633147
1,123,7.735566
1,63_74,14.673863
1,61_74,14.530598
1,62_74,14.589501
1,60_74,12.867382
1,122,7.706535
1,125,7.601328
1,121,7.703625
1,120,7.686321
1,19,0.45123
1,18,0.401809
1,127,9.065993
1,17,0.367465
1,128,8.247796
1,129,8.295817
1,65_74,14.233758
1,132,7.928971
1,130,8.366251
1,133,8.389288
1,131,8.42166
1,16,0.347958
1,15,0.344295
1,136,9.410459
1,135,9.343027
1,137,9.454965
1,134,8.886474
1,14,0.274514
1,66_74,16.081589
1,138,9.562863
1,143,9.351665
1,139,9.614937
1,140,9.925188
1,141,9.879514
1,142,9.285526
1,67_74,15.755024
1,10,0.19578
1,13,0.260074
1,12,0.234363
1,11,0.221597
1,144,9.295039
1,9,0.183714
1,145,9.514384
1,68_74,15.641036
1,147,8.904547
1,70_74,15.936841
1,69_74,15.756012
1,146,9.417341
1,148,8.696707
1,71_74,15.461836
1,149,8.781375
1,150,9.242352
1,73_74,18.226431
1,155,9.571236
1,72_74,18.378442
1,74_74,18.083708
1,151,9.107529
1,153,10.02435
1,154,10.083945
1,84_74,20.439165
1,75_74,23.442488
2,74,3.626338
2,1_74,3.636771
2,77,3.725384
2,76,3.734505
2,75,3.775371
2,72,3.484174
2,73,3.526461
2,2_74,3.473923
2,78,4.120507
2,3_74,3.826693
2,79,4.099186
2,81,4.33814
2,71,3.218743
2,66,2.443313
2,80,4.279937
2,4_74,3.834227
2,10_74,4.401074
2,65,2.423326
2,69,3.028259
2,9_74,4.275255
2,83,4.259427
2,70,3.027288
2,8_74,4.293586
2,82,4.308865
2,68,3.047567
2,5_74,3.816819
2,6_74,3.956172
2,7_74,4.117876
2,67,2.732366
2,11_74,5.141381
2,64,2.468257
2,48,2.018595
2,12_74,5.371631
2,63,2.432948
2,62,2.428016
2,61,2.400536
2,47,2.014559
2,50,2.167216
2,45,1.877982
2,49,2.102436
2,46,1.943529
2,14_74,5.298252
2,60,2.386693
2,44,1.90154
2,16_74,5.58594
2,13_74,5.297971
2,15_74,5.330273
2,84,4.56118
2,54,2.244093
2,52,2.147115
2,51,2.14645
2,40,1.520304
2,17_74,5.321567
2,85,4.76943
2,53,2.217113
2,18_74,5.30203
2,43,1.662111
2,87,4.516469
2,55,2.397
2,56,2.31538
2,39,1.466432
2,86,4.709247
2,42,1.607176
2,58,2.327416
2,38,1.3936
2,19_74,5.560993
2,88,4.70868
2,35,1.355205
2,59,2.283863
2,57,2.288213
2,34,1.339537
2,36,1.363263
2,41,1.612138
2,30,0.962145
2,37,1.361938
2,32,1.335814
2,89,4.684352
2,20_74,5.578333
2,29,0.900835
2,33,1.287273
2,31,1.022928
2,28,0.868686
2,21_74,5.548707
2,22_74,5.726304
2,91,4.658155
2,27,0.831977
2,92,4.468432
2,90,4.728502
2,26,0.798471
2,23_74,5.703441
2,27_74,6.549447
2,93,4.256372
2,25,0.742189
2,24_74,5.983061
2,28_74,6.679988
2,94,4.433481
2,42_74,8.071642
2,44_74,8.069302
2,29_74,6.613223
2,22,0.630833
2,26_74,6.453802
2,41_74,8.066686
2,24,0.71701
2,30_74,6.622208
2,43_74,8.046865
2,95,4.607367
2,23,0.674621
2,21,0.60617
2,25_74,6.320721
2,31_74,6.739669
2,45_74,8.400744
2,32_74,6.688346
2,35_74,7.494649
2,20,0.56256
2,40_74,8.14413
2,39_74,7.663016
2,96,4.764457
2,102,6.058045
2,106,6.145677
2,33_74,6.664646
2,103,6.017488
2,38_74,7.678725
2,104,6.093064
2,36_74,7.31473
2,37_74,7.350003
2,107,6.485785
2,101,6.074508
2,34_74,7.0096
2,47_74,8.417394
2,67_74,15.755024
2,98,4.646649
2,105,6.087967
2,66_74,16.081589
2,97,4.594499
2,100,5.186415
2,46_74,8.326024
2,99,4.619785
2,64_74,13.146135
2,18,0.401809
2,108,6.491888
2,65_74,14.233758
2,110,6.853568
2,51_74,8.948389
2,19,0.45123
2,109,6.494397
2,49_74,8.450325
2,54_74,10.036293
2,50_74,8.539737
2,68_74,15.641036
2,112,7.403046
2,111,6.7599
2,114,7.695858
2,74_74,18.083708
2,48_74,8.430858
2,17,0.367465
2,62_74,14.589501
2,63_74,14.673863
2,113,7.713765
2,69_74,15.756012
2,116,7.257459
2,56_74,9.933266
2,70_74,15.936841
2,55_74,9.993341
2,73_74,18.226431
2,115,7.449029
2,57_74,9.804749
2,71_74,15.461836
2,61_74,14.530598
2,53_74,9.94653
2,145,9.514384
2,118,7.189453
2,60_74,12.867382
2,59_74,12.74315
2,75_74,23.442488
2,52_74,9.970993
2,144,9.295039
2,117,7.254764
2,143,9.351665
2,58_74,10.426884
2,119,7.255258
2,72_74,18.378442
2,142,9.285526
2,147,8.904547
2,78_74,26.406992
2,77_74,34.538776
2,76_74,34.538776
2,83_74,29.142454
2,146,9.417341
2,84_74,20.439165
2,120,7.686321
2,85_74,19.152388
2,124,7.715718
2,140,9.925188
2,123,7.735566
2,121,7.703625
2,82_74,34.538776
2,122,7.706535
2,137,9.454965
2,126,7.633147
2,148,8.696707
2,141,9.879514
2,79_74,34.538776
2,80_74,34.538776
2,149,8.781375
2,132,7.928971
