iteration,hit,distance
1,22,4.176624
1,1_22,4.131322
1,2_22,4.150911
1,3_22,4.126207
1,4_22,4.131904
1,5_22,4.104748
1,6_22,4.045551
1,7_22,3.977073
1,21,3.679365
1,8_22,3.83291
1,9_22,3.780687
1,10_22,3.824892
1,11_22,4.01202
1,12_22,3.983499
1,13_22,4.14171
1,14_22,4.073748
1,15_22,4.069852
1,16_22,4.172376
1,20,3.459938
1,17_22,4.175955
1,18_22,4.165672
1,23,5.423342
1,19_22,4.360153
1,20_22,4.297365
1,21_22,4.308039
1,23_22,4.402751
1,19,3.410279
1,22_22,4.34421
1,24_22,4.442442
1,26_22,4.178269
1,25_22,4.212136
1,27_22,4.12735
1,24,5.734425
1,28_22,4.136417
1,29_22,4.142116
1,31_22,4.278201
1,30_22,4.333296
1,18,3.099743
1,32_22,4.313256
1,33_22,4.500551
1,34_22,4.52268
1,17,2.925666
1,25,6.210408
1,37_22,4.520489
1,35_22,4.570709
1,38_22,4.7229
1,26,6.630595
1,36_22,4.743599
1,39_22,4.70398
1,16,2.726025
1,40_22,4.671888
1,41_22,4.655961
1,42_22,4.672272
1,27,7.218222
1,43_22,4.747717
1,44_22,4.801348
1,28,7.544967
1,29,7.680658
1,45_22,5.021031
1,15,2.239053
1,46_22,5.362403
1,47_22,5.27094
1,48_22,5.09195
1,14,2.126105
1,49_22,5.074686
1,50_22,5.121978
1,52_22,5.12876
1,30,8.182563
1,51_22,5.186256
1,13,1.805547
1,53_22,5.108797
1,31,8.802904
1,12,1.579735
1,54_22,5.157204
1,55_22,5.343977
1,57_22,5.243874
1,11,1.507493
1,56_22,5.36784
1,59_22,5.368393
1,32,8.304783
1,58_22,5.432996
1,60_22,5.407995
1,61_22,5.426075
1,62_22,5.683793
1,63_22,5.970073
1,64_22,5.714836
1,65_22,6.00441
1,67_22,6.202535
1,69_22,6.104578
1,66_22,6.122913
1,68_22,6.24053
1,70_22,6.171781
1,33,7.661071
1,71_22,6.422246
1,10,1.023531
1,34,7.676894
1,72_22,6.658737
1,74_22,7.104351
1,75_22,7.174739
1,73_22,6.962602
1,78_22,7.686149
1,35,7.424504
1,80_22,8.009617
1,76_22,7.268051
1,77_22,7.329446
1,79_22,8.124936
1,82_22,8.514238
1,81_22,8.460399
1,86_22,8.617824
1,83_22,8.635698
1,84_22,8.705545
1,85_22,8.747541
1,9,0.957644
1,88_22,8.72596
1,87_22,8.679015
1,89_22,8.747216
1,8,0.785816
1,90_22,8.487167
1,96_22,8.907623
1,97_22,8.948739
1,95_22,8.727623
1,7,0.57971
1,93_22,8.714288
1,94_22,8.706263
1,92_22,8.730804
1,91_22,8.716541
1,98_22,8.68832
1,99_22,8.702423
1,100_22,8.553527
1,6,0.462719
1,101_22,8.498754
1,103_22,8.492928
1,102_22,8.43751
1,104_22,8.398993
1,5,0.384181
1,105_22,8.821564
1,107_22,9.140193
1,106_22,9.093743
1,109_22,9.65434
1,108_22,9.699855
1,110_22,9.806666
1,36,12.12588
1,114_22,12.150086
1,111_22,10.631208
1,112_22,10.505408
1,3,0.125276
1,38,13.772579
1,4,0.26916
1,113_22,11.196597
1,2,0.035491
1,117_22,13.284254
1,115_22,13.369605
1,116_22,13.472437
1,37,12.524355
1,120_22,14.843505
1,119_22,14.783411
1,118_22,14.375193
1,123_22,14.624324
1,121_22,14.568495
1,122_22,14.701044
1,40,12.285476
1,39,15.023149
1,129_22,12.99118
1,128_22,14.014045
2,1_22,4.131322
2,22,4.176624
2,2_22,4.150911
2,3_22,4.126207
2,4_22,4.131904
2,6_22,4.045551
2,5_22,4.104748
2,7_22,3.977073
2,21,3.679365
2,10_22,3.824892
2,9_22,3.780687
2,14_22,4.073748
2,8_22,3.83291
2,15_22,4.069852
2,18_22,4.165672
2,17_22,4.175955
2,11_22,4.01202
2,16_22,4.172376
2,20,3.459938
2,23,5.423342
2,12_22,3.983499
2,13_22,4.14171
2,19_22,4.360153
2,20_22,4.297365
2,21_22,4.308039
2,23_22,4.402751
2,22_22,4.34421
2,19,3.410279
2,26_22,4.178269
2,24_22,4.442442
2,25_22,4.212136
2,27_22,4.12735
2,24,5.734425
2,18,3.099743
2,28_22,4.136417
2,25,6.210408
2,29_22,4.142116
2,32,8.304783
2,30_22,4.333296
2,31_22,4.278201
2,28,7.544967
2,17,2.925666
2,29,7.680658
2,32_22,4.313256
2,33_22,4.500551
2,31,8.802904
2,30,8.182563
2,26,6.630595
2,33,7.661071
2,34,7.676894
2,34_22,4.52268
2,27,7.218222
2,13,1.805547
2,35,7.424504
2,16,2.726025
2,15,2.239053
2,37_22,4.520489
2,35_22,4.570709
2,12,1.579735
2,10,1.023531
2,14,2.126105
2,11,1.507493
2,38_22,4.7229
2,36_22,4.743599
2,55_22,5.343977
2,44_22,4.801348
2,57_22,5.243874
2,54_22,5.157204
2,53_22,5.108797
2,43_22,4.747717
2,39_22,4.70398
2,59_22,5.368393
2,56_22,5.36784
2,48_22,5.09195
2,52_22,5.12876
2,58_22,5.432996
2,45_22,5.021031
2,9,0.957644
2,60_22,5.407995
2,41_22,4.655961
2,61_22,5.426075
2,40_22,4.671888
2,49_22,5.074686
2,42_22,4.672272
2,51_22,5.186256
2,47_22,5.27094
2,46_22,5.362403
2,50_22,5.121978
2,62_22,5.683793
2,38,13.772579
