iteration,hit,distance
1,23,3.393371
1,1_23,3.398907
1,2_23,3.543416
1,3_23,3.572452
1,4_23,3.44
1,5_23,3.424699
1,7_23,3.496731
1,6_23,3.487208
1,8_23,3.647795
1,9_23,3.763576
1,10_23,3.754162
1,22,3.455555
1,11_23,3.709064
1,24,3.815916
1,12_23,3.719262
1,13_23,3.802753
1,14_23,3.824615
1,16_23,3.832379
1,15_23,3.823825
1,21,3.073011
1,17_23,3.808348
1,18_23,3.797208
1,19_23,3.819188
1,20_23,3.680365
1,25,4.319222
1,21_23,3.817327
1,22_23,3.807985
1,23_23,3.938154
1,20,2.683625
1,24_23,3.985212
1,26_23,3.958643
1,25_23,3.975071
1,27_23,4.047354
1,28_23,4.21985
1,29_23,4.355142
1,30_23,4.548949
1,31_23,4.543865
1,33_23,4.582099
1,32_23,4.587581
1,34_23,4.590748
1,35_23,4.567441
1,26,5.322002
1,36_23,4.616841
1,19,2.196216
1,37_23,4.617622
1,38_23,4.621198
1,39_23,4.708372
1,41_23,4.583768
1,27,4.999497
1,43_23,4.554323
1,42_23,4.542253
1,44_23,4.5644
1,40_23,4.632366
1,47_23,4.701694
1,18,1.948195
1,45_23,4.581974
1,48_23,4.885045
1,46_23,4.746802
1,49_23,5.108273
1,50_23,5.192057
1,51_23,5.223116
1,55_23,5.430309
1,56_23,5.461117
1,53_23,5.414838
1,52_23,5.427986
1,57_23,5.359872
1,54_23,5.413277
1,58_23,5.542815
1,17,1.879212
1,28,4.646205
1,59_23,5.796759
1,60_23,5.711283
1,61_23,5.673295
1,62_23,5.462524
1,63_23,5.483824
1,16,1.805751
1,64_23,5.53262
1,65_23,5.50226
1,66_23,5.42124
1,67_23,5.457148
1,69_23,5.47589
1,29,5.07116
1,68_23,5.490013
1,70_23,5.214245
1,15,1.569004
1,71_23,5.205742
1,72_23,5.425554
1,73_23,5.447691
1,74_23,5.389242
1,76_23,5.400355
1,75_23,5.448353
1,77_23,5.591953
1,78_23,5.640076
1,30,5.739318
1,14,1.447261
1,79_23,5.618965
1,82_23,5.545245
1,81_23,5.543636
1,80_23,5.558254
1,84_23,5.32214
1,85_23,5.289081
1,83_23,5.539334
1,86_23,4.983856
1,31,5.829979
1,87_23,5.049153
1,88_23,5.07202
1,13,1.309816
1,89_23,5.101212
1,90_23,5.146845
1,92_23,4.904723
1,93_23,4.926803
1,91_23,5.13403
1,94_23,5.139778
1,95_23,5.357616
1,96_23,5.574576
1,99_23,5.70117
1,102_23,6.027214
1,97_23,5.803907
1,103_23,6.399773
1,106_23,6.618618
1,100_23,5.981101
1,12,1.175401
1,98_23,5.794991
1,32,6.59274
1,105_23,6.713708
1,104_23,6.699134
1,101_23,6.036152
1,107_23,6.996865
1,11,1.048547
1,108_23,7.015662
1,110_23,7.360806
1,109_23,7.364204
1,111_23,6.982423
1,112_23,6.959388
1,113_23,6.826555
1,114_23,7.117915
1,116_23,7.088094
1,117_23,7.116007
1,118_23,7.216846
1,115_23,7.154786
1,120_23,6.787234
1,119_23,6.823771
1,33,7.239887
1,121_23,7.083244
1,122_23,6.943259
1,123_23,7.274935
1,10,0.921637
1,126_23,7.001966
1,124_23,7.339648
1,125_23,7.05505
1,129_23,7.008446
1,128_23,6.998615
1,34,7.588339
1,127_23,7.031997
1,130_23,7.412857
1,131_23,7.380314
1,133_23,7.274788
1,132_23,7.36531
1,138_23,6.923124
1,134_23,7.287496
1,137_23,7.043635
1,8,0.733437
1,139_23,7.25919
1,135_23,7.395269
1,136_23,7.402557
1,9,0.814369
1,140_23,7.24472
1,141_23,7.658955
1,142_23,7.780268
1,35,7.339506
1,143_23,7.779461
1,7,0.574461
1,144_23,7.747901
1,145_23,8.200541
1,146_23,8.216631
1,36,8.837313
1,148_23,8.286831
1,147_23,8.2881
1,149_23,8.330138
1,150_23,8.787781
1,153_23,9.381354
1,151_23,9.286424
1,152_23,9.341781
1,5,0.328318
1,6,0.438311
1,154_23,9.294037
1,155_23,9.308834
1,157_23,9.399328
1,159_23,9.469249
1,158_23,9.515125
1,156_23,8.88888
1,164_23,8.339872
1,162_23,8.87952
1,160_23,9.275211
1,161_23,9.261819
1,37,8.795293
1,165_23,8.150897
1,163_23,8.880346
1,4,0.24978
1,166_23,8.303609
1,173_23,8.402488
1,169_23,8.185093
1,174_23,8.444853
1,170_23,8.312255
1,172_23,8.330105
1,171_23,8.347571
1,167_23,8.268124
1,168_23,8.270542
1,38,8.809815
1,176_23,8.339478
1,175_23,8.483493
1,177_23,8.83953
1,178_23,8.853067
1,179_23,9.225332
1,2,0.077054
1,3,0.173999
1,40,12.436953
1,186_23,11.004527
1,185_23,10.774553
1,184_23,10.523803
1,182_23,10.546314
1,183_23,10.571294
1,181_23,10.593956
1,180_23,9.903396
1,187_23,11.106813
1,39,11.945177
1,189_23,11.155986
1,188_23,11.243913
1,41,11.954629
1,190_23,11.49286
2,23,3.393371
2,1_23,3.398907
2,24,3.815916
2,2_23,3.543416
2,3_23,3.572452
2,4_23,3.44
2,21,3.073011
2,22,3.455555
2,25,4.319222
2,7_23,3.496731
2,8_23,3.647795
2,5_23,3.424699
2,6_23,3.487208
2,9_23,3.763576
2,20,2.683625
2,18_23,3.797208
2,17_23,3.808348
2,16_23,3.832379
2,10_23,3.754162
2,19,2.196216
2,11_23,3.709064
2,26,5.322002
2,20_23,3.680365
2,12_23,3.719262
2,19_23,3.819188
2,18,1.948195
2,28,4.646205
2,21_23,3.817327
2,27,4.999497
2,15_23,3.823825
2,22_23,3.807985
2,17,1.879212
2,23_23,3.938154
2,13_23,3.802753
2,14_23,3.824615
2,24_23,3.985212
2,16,1.805751
2,27_23,4.047354
2,26_23,3.958643
2,28_23,4.21985
2,15,1.569004
2,25_23,3.975071
2,29,5.07116
2,29_23,4.355142
2,30_23,4.548949
2,31_23,4.543865
2,44_23,4.5644
2,33_23,4.582099
2,32_23,4.587581
2,47_23,4.701694
2,34_23,4.590748
2,48_23,4.885045
2,43_23,4.554323
2,49_23,5.108273
2,14,1.447261
2,45_23,4.581974
2,42_23,4.542253
2,30,5.739318
2,46_23,4.746802
2,41_23,4.583768
2,50_23,5.192057
2,51_23,5.223116
2,36_23,4.616841
2,53_23,5.414838
2,35_23,4.567441
2,66_23,5.42124
2,67_23,5.457148
2,68_23,5.490013
2,65_23,5.50226
2,37_23,4.617622
2,55_23,5.430309
2,56_23,5.461117
2,57_23,5.359872
2,52_23,5.427986
2,54_23,5.413277
2,85_23,5.289081
2,64_23,5.53262
2,69_23,5.47589
2,38_23,4.621198
