iteration,hit,distance
1,22,4.176648
1,1_22,4.131346
1,2_22,4.150936
1,3_22,4.126231
1,4_22,4.131929
1,5_22,4.104772
1,6_22,4.045574
1,7_22,3.977096
1,21,3.679385
1,8_22,3.832932
1,9_22,3.780708
1,10_22,3.824913
1,11_22,4.012043
1,12_22,3.983522
1,13_22,4.141734
1,14_22,4.073772
1,15_22,4.069876
1,16_22,4.172401
1,20,3.459957
1,17_22,4.17598
1,18_22,4.165696
1,23,5.423377
1,19_22,4.36018
1,20_22,4.297391
1,21_22,4.308065
1,23_22,4.402778
1,19,3.410297
1,22_22,4.344236
1,24_22,4.442469
1,26_22,4.178294
1,25_22,4.212161
1,27_22,4.127374
1,24,5.734464
1,28_22,4.136441
1,29_22,4.14214
1,31_22,4.278227
1,30_22,4.333322
1,18,3.099758
1,32_22,4.313282
1,33_22,4.500579
1,34_22,4.522708
1,17,2.92568
1,25,6.21045
1,37_22,4.520517
1,35_22,4.570737
1,38_22,4.72293
1,26,6.630641
1,36_22,4.743629
1,39_22,4.70401
1,16,2.726038
1,40_22,4.671917
1,41_22,4.655991
1,42_22,4.672301
1,27,7.218274
1,43_22,4.747747
1,44_22,4.801378
1,28,7.545022
1,29,7.680714
1,45_22,5.021063
1,15,2.239062
1,46_22,5.362438
1,47_22,5.270974
1,48_22,5.091982
1,14,2.126114
1,49_22,5.074718
1,50_22,5.122011
1,52_22,5.128793
1,30,8.182625
1,51_22,5.186289
1,13,1.805554
1,53_22,5.10883
1,31,8.802974
1,12,1.579741
1,54_22,5.157237
1,55_22,5.344012
1,57_22,5.243908
1,11,1.507498
1,56_22,5.367875
1,59_22,5.368428
1,32,8.304846
1,58_22,5.433032
1,60_22,5.408031
1,61_22,5.42611
1,62_22,5.683831
1,63_22,5.970113
1,64_22,5.714874
1,65_22,6.004451
1,67_22,6.202577
1,69_22,6.10462
1,66_22,6.122954
1,68_22,6.240572
1,70_22,6.171822
1,33,7.661129
1,71_22,6.422289
1,10,1.023534
1,34,7.676952
1,72_22,6.658783
1,74_22,7.104401
1,75_22,7.174789
1,73_22,6.962651
1,78_22,7.686202
1,35,7.424559
1,80_22,8.009674
1,76_22,7.268102
1,77_22,7.329497
1,79_22,8.124994
1,82_22,8.5143
1,81_22,8.46046
1,86_22,8.617886
1,83_22,8.63576
1,84_22,8.705608
1,85_22,8.747604
1,9,0.957647
1,88_22,8.726022
1,87_22,8.679077
1,89_22,8.747279
1,8,0.785818
1,90_22,8.487228
1,96_22,8.907686
1,97_22,8.948803
1,95_22,8.727686
1,7,0.579711
1,93_22,8.71435
1,94_22,8.706326
1,92_22,8.730867
1,91_22,8.716603
1,98_22,8.688382
1,99_22,8.702485
1,100_22,8.553588
1,6,0.46272
1,101_22,8.498815
1,103_22,8.492989
1,102_22,8.437571
1,104_22,8.399054
1,5,0.384181
1,105_22,8.821629
1,107_22,9.140261
